Tweet,Location,Date
"b'With the current panic going on about this deadly Corona Virus we bring to you our alcohol based SANITIZER which is going for just 800 per 120ml bottle.\n\nBuy 4 at the rate of 3000 and gift your family, friends,\xe2\x80\xa6 https://t.co/KDvqiAhtoF'","Lagos, Nigeria",2020-02-29 10:48:23
b'I heard they are already selling agbo for corona virus #COVID2019 #coronavirusinlagos',Lagos,2020-02-29 10:48:09
"b'This conductor is coughing continuously with my N800 change for hand \xf0\x9f\x98\x86 \n\nMy friend you don\xe2\x80\x99t have corona virus yet, give me my fucking change \xf0\x9f\x98\x86\n\nEko ni ihahin'",Nigeria,2020-02-29 10:47:33
b'This is a panic-relief video of the Corona virus \nMust watch!!!! https://t.co/4DO22BB6Zk',Lagos Nigeria,2020-02-29 10:46:48
"b'Despite the Minister of health saying Nigeria is ready for corona virus, the recently diagnosed case show how prepared we were. The Airport failed, and now every Nigerian is at risk'",Nigeria,2020-02-29 10:45:58
b'@_Stevemensa Just go get Corona virus and approach any girl in Nigeria',"Owerri, Nigeria",2020-02-29 10:45:00
"b""One man said corona virus can't survive in  Nigeria because of heat. That our weather is above 60""","Lagos, Nigeria",2020-02-29 10:44:53
"b""Nigerian government can't disinfect travelers getting down from a plane, instead they gave them a questionnaire to fill like corona virus needs their stat before it can strike. Useless country https://t.co/zs9fMw6hfg""","Lagos, Nigeria",2020-02-29 10:43:53
"b""@_freemilez \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 You're such a chicken. What is Corona virus that you are now scared of... Small thing like that""","Ibadan, Nigeria",2020-02-29 10:43:47
"b'Corona virus is made in China, don\xe2\x80\x99t panic it won\xe2\x80\x99t last!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #coronavirusinlagos #COVID2019 #CoronavirusOutbreak #CoronaVirusUpdates #Coronarivus #coronavirusuk'","Lagos, Nigeria",2020-02-29 10:43:08
b'@atiku @MBuhari Sir i appreciate your concern with healthy of Nigeria people My almighty Allah protect us from corona-virus',"Katsina, Nigeria",2020-02-29 10:42:58
"b'You all are just waiting in vain, what will the president say about the corona virus that will change anything. The important person to listen to is @Chikwe_I and @NCDCgov . At this time they are more important than your president. Stay safe.'",Nigeria,2020-02-29 10:42:47
b'We go dey here saa den boom sark go drop a line \n\n\xe2\x80\x9cCorona virus is a private jet \xe2\x80\x9c\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82',,2020-02-29 10:42:45
b'Which kind problem be this now\n\nObassanjo\xf0\x9f\x91\x89\xf0\x9f\x8f\xbdHIV\nYar\xe2\x80\x99 adua \xf0\x9f\x91\x89\xf0\x9f\x8f\xbdBIRD FLEW\nJonathan \xf0\x9f\x91\x89\xf0\x9f\x8f\xbdEBOLA/ LASA FEVER\nBuhari \xf0\x9f\x91\x89\xf0\x9f\x8f\xbd CORONA VIRUS \n \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',lagos nigeria,2020-02-29 10:42:33
"b'Can people stop spreading this corona virus lies \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nYou are more likely to get hit by a car than get corona virus \n\nYou are more likely to get struck by lightning than get the virus \n\nLess than 0000.00001% of people have the virus \n\nAnd if you die, die na die \xf0\x9f\x92\x81\xf0\x9f\x8f\xbd'","Gbagada, Lagos ",2020-02-29 10:42:03
b'A native doctor that i meet in hospital waiting to see doctors for his eyes problem swears that Sobo ( Red-looking local drink ) can cure corona virus within 16 hours after infected and i told him to bring back his lost sight to believe him more and he vexed.',"Maiduguri, Nigeria",2020-02-29 10:41:59
b'@FeedbackOYSG @aremulateef1 @seyiamakinde Oyo is partnering some agencies as part of their preparation against the Corona Virus.',  Lagos ,2020-02-29 10:41:10
b'The dreaded novel Corona virus - COVID 19 spread has reached the shores of Africa. The whole world waits with bated breath for the containment strategy for this imminent pandemic - The panic that this virulent\xe2\x80\xa6 https://t.co/qzJ52oOAA4',"LAgOs, Nigeria",2020-02-29 10:40:56
b'As Nigeria kill Ebola na so we go kill corona virus by God grace',Abuja,2020-02-29 10:39:43
b'Corona Virus pls help us in fighting Boko Haram not our law abiding citizens.',"Sokoto, Nigeria",2020-02-29 10:39:09
b'The Corona Virus is here in Nigeria. It was just a matter of time.\n\nHope is what makes us welcome the darkness of the night with the assurance that we shall soon greet the brightness of sunrise.',Nigeria,2020-02-29 10:38:43
b'@TheHelenAesl \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 not when you have corona virus !',Lagos Nigeria ,2020-02-29 10:38:26
"b""#coronavirusinlagos\nMarlians don't fear corona virus""","Lagos, Nigeria",2020-02-29 10:37:20
b'@peter4d2 @OAdemoh @BashirAhmaad If it spread that was they said but your darling pdp said they should hold Buhari for allowing corona virus into the cointry. Read and reread please',Kano,2020-02-29 10:37:19
b'Somebody say de way sark dey do copy copy den tins de3 he go sheda go copy corona virus come this country \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x82',,2020-02-29 10:35:42
b'@officialnairam1 What are your thoughts about corona virus?',"Jalingo, Nigeria",2020-02-29 10:34:47
"b""Have you people work hand in hand to Fight the CORONA VIRUS first?  What's your concern about unverified victims. MmSheeeew \xf0\x9f\x98\x92 https://t.co/lXBKIYbjtK""","Lagos, ikeja",2020-02-29 10:34:42
b'@meel_induwa \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 this whole corona virus issue is pissing me off',"Kano, Nigeria",2020-02-29 10:34:29
b'\xe2\x80\x9cCorona virus is caused by corruption\xe2\x80\x9d - Magu https://t.co/JOoVoxqsPx',Nigeria,2020-02-29 10:33:36
"b""A lot of consternation as Nigeria confirmed it first corona virus case possible contagion in Africa's most populous state. However, Nigeria displayed pretty exceptional response to the detection of Ebola Virus and lassa fever scourges. https://t.co/f6StEo9e4d""","Sokoto, Nigeria",2020-02-29 10:33:36
b'@ronn_aa @ThatBrightDude 500k abeg.. corona virus they town man gats buy like 100 mask.',"Warri, Nigeria",2020-02-29 10:32:41
"b""@SpycieYrn That's how corona virus spread Sha.""","Lagos, Nigeria",2020-02-29 10:32:18
"b'So I first read that the taxi driver that carried the corona virus victim was asking for 100m or else he would spread the disease, then I read he has been arrested.. \n\nSee let\xe2\x80\x99s get ready for a lot of fake news this period.'",Nigeria,2020-02-29 10:31:36
"b""Corona virus Nigerians the headline why? \nWhy is that if Nigerian is not in any headline that news don't spread...\nBut if Nigerian is part of the headline the news will spread like air\xf0\x9f\x99\x84""","Lagos, Nigeria",2020-02-29 10:30:56
"b""Headlines like this can be misleading, they have made a breakthrough in corona virus in animals, the human covid19, there's no cure yet but they believe with they believe it won't take them much time. https://t.co/1Q91vrlvQf""",Nigeria,2020-02-29 10:30:40
b'@NCDCgov What is the name of the Italian Man who brought in Corona virus to Nigeria? We know of Patrick Sawyer the Liberian who brought Ebola to Nigeria in 2014.',NIGERIA,2020-02-29 10:30:26
"b""If and I pray it does not happen corona virus enters sokoto I ain't leaving this my house at all\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3""","Lagos, Nigeria",2020-02-29 10:29:49
b'WHAT MEASURES IS GOVERNOR EL-RUFAI TAKING ON A BID TO PROTECT OR CONTAIN CORONA VIRUS IN CASE OF OUT BREAK IN KADUNA STATE?\n@Jimgami @WidiLiman @tvcnewsng @YouthSupportPDP @OfficialPDPNig @APCNigeria @OfficialAPCNg @OfficialAPCKD @elrufai @ap',Nigeria,2020-02-29 10:29:34
"b""@liman_adulugba @FS_Yusuf_ He doesn't know that Trump has talked about America's response to the Corona virus several times.""","Abuja, Nigeria",2020-02-29 10:28:57
"b'@LSMOH @followlasg @ProfAkinAbayomi @NCDCgov @Fmohnigeria @jidesanwoolu @FemiHamzat @Devcoms @Oreoluwa_Finnih @AfricaCDC @thetundeajayi @GETConsortium @Mr_JAGs @TheNaijaMedics @lagospedia Every originator of a fake post on this corona virus, aimed at causing scare, panic, confusion, rash and possibly a violent reaction, should be arrest and made to face the law. @followlasg @NGRPresident @Fmohnigeria @LSMOH @PoliceNG'",Port Harcourt,2020-02-29 10:28:20
b'@Laurestar @MBuhari It is like the Democratic party blaming @realDonaldTrump for the corona virus that have been detected in America. There is no political party in the world that is as useless and insane like the @OfficialPDPNig',"Lagos, Nigeria",2020-02-29 10:28:03
"b'@PulseNigeria247 All I know is, that Pastor that said he wants to deal with Corona Virus will be there...\nAs you enter, he heals you, you come out, so another person can enter.\n100 is more than enough...O jewa ti safe us.'","Lagos, Nigeria",2020-02-29 10:27:19
"b'Media houses, news outlets, story tellers need to be guided with their reportage of this Corona virus issue, now is not the time for blame games or inaccurate reports, it does more harm than good'","Lagos, Nigeria.",2020-02-29 10:26:43
b'@giftogabk18 @KulikovUNIATF @_corona_virus__ @WHO @coronaviruscare @InfectiousDz @bactiman63 @Outbreaks101 @subgap Coronavirus will be wipe out Completely from the globe with prayers',"Jalingo, Nigeria",2020-02-29 10:26:26
"b""The guy who drove the whiteman ,after much pleading by the state government to go for check up finally did ,and has been tested positive for Corona virus. He fled from the hospital,\nNow he's nowhere to be found. Lagosians beware o.  He has promised to spread the virus if....""","Abuja, Nigeria",2020-02-29 10:25:42
b'They are Worldwide distributors of Corona Virus. https://t.co/FBu8gFb5mE',"LAGOS, NIGERIA",2020-02-29 10:24:33
"b'Dua for Protection from Corona Virus ""Oh Allah I seek refuge in you from Leprosy, Insanity, Elephantiasis and Evil Diseases Ameen'","Gusau, Nigeria",2020-02-29 10:24:18
"b'Corona\xc2\xa0Virus\xc2\xa0: Ginger, Garlic, Lemon Juice Not Prevention - Medical Expert\xc2\xa0 @BONewsService @nawojlagos \n#COVID19\nhttps://t.co/cdtYs8lisu'","Lagos, Nigeria",2020-02-29 10:23:59
"b""@toydaboss @diodolce @sir_faitty @peejayoflagos I'm always cautious and that my guy is the only known prevention/cure for the rampant CORONA VIRUS""","Lagos, Nigeria",2020-02-29 10:23:58
"b'@Peruzzi_VIBES What is more scarer than a GUNSHOT is hearing, \xe2\x80\x9cHe has CORONA VIRUS\xe2\x80\x9d run oh! \xf0\x9f\x98\x92\xf0\x9f\x98\x92'",Nigeria,2020-02-29 10:23:15
"b""@OfficialShegs I wish that I'm the one that finds the corona virus cure""","Akwa Ibom, Nigeria",2020-02-29 10:22:31
b'The courier for Corona virus (Covid - 19) https://t.co/UHDIu4a61q',Nigeria,2020-02-29 10:22:14
"b""@DuchessT_ We're talking about corona virus u are talking about emoji""","Jos, Nigeria",2020-02-29 10:22:07
"b""If you're reading this tweet, let's join hands in prayer to kick Corona virus outta Nigeria \xf0\x9f\x92\xaa. But still if you see an infected person, shoot him to death \xf0\x9f\x98\x81""",Kano,2020-02-29 10:21:47
b'Dear @MBuhari \n\nSpeak to Nigerians about Corona Virus..Re assure them..\n\nDont keep mum Sir..\xf0\x9f\x99\x84\xf0\x9f\x99\x84',Abuja,2020-02-29 10:21:42
b'@the_davidatta Least in tackling Corona virus but first in giving out 4ltrs of kerosene.',Nigeria,2020-02-29 10:21:39
b'We Never Had Contact With Corona Virus Patient \xe2\x80\x93 LUTH https://t.co/PlLsaiLtoF',Nigeria,2020-02-29 10:21:01
b'Lai Mohammed said few months ago that bring on Corona virus.',Lagos ,2020-02-29 10:20:36
b'Corona Virus will reduce sex except you have a condom you can wear like raincoat.',"Lagos, Nigeria.",2020-02-29 10:20:08
"b'Italy, The Jumia Of Corona Virus.'","Lagos, Nigeria",2020-02-29 10:20:02
"b""EYSSSS!\nDo NOT fall victim to rumours and fake news being spread by blogs exploiting the Corona Virus just to get some clout.\nTake everything you see with a pinch of salt and always look to confirm before sharing. Abeg don't let people die of mass hysteria.""","Lagos, Nigeria",2020-02-29 10:20:01
b'@jidesanwoolu Corona Virus : Dead on arrival',"Port Harcort, Rivers State",2020-02-29 10:19:23
b'Veelagers! Stay safe against Corona Virus.\nRemember to be careful out there and educate people as much as you can. #Veelage',Lagos. Nigeria,2020-02-29 10:19:20
"b""Discussing with a friend and he said the corona virus is not in Nigeria and it's a lie to embezzle funds. It's a possibility but i chose not to believe that, better to be safe than sorry""",Nigeria,2020-02-29 10:19:07
"b'To my greatest surprise, most of the lads around here believe the confirmation of corona virus in Lagos was a hoax, just to get some funds from the federal Government.'","Abuja, Nigeria.",2020-02-29 10:18:36
b'I wonder if Nigerian men will keep their hands to themselves now that Corona virus is in town',Lagos.,2020-02-29 10:18:28
b'Breaking All suspected cases of Corona Virus in Nigeria tested Negative. NCDC \n\nKaduna #coronavirusinlagos odogwu 29 of February',"Ilorin, Nigeria",2020-02-29 10:17:56
b'@UnscramZ Forget football and join the Corona virus cure \xf0\x9f\x98\x8e',Kano,2020-02-29 10:17:43
b'@royzkingin My inner mind tell me say my anon Na who \xf0\x9f\x98\xab\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x92\x94....why you wan catch corona virus now? Why? \xf0\x9f\x98\xad\xf0\x9f\x98\xad',"Lagos, Nigeria",2020-02-29 10:17:34
b'@HashtagsxTrends @DrizzyJeri Example : The Nigerians are TREPIDEIN about the corona virus',"Kwara, Nigeria",2020-02-29 10:16:46
b'Corona virus is spreading and you are there kissing... \xf0\x9f\x98\x98..am talking precious still deh fuck \xf0\x9f\x98\x95\n#coronavirus #coronavirusnigeria #memes',"Lagos, Nigeria",2020-02-29 10:16:29
"b'@waleola101 @SIRDESST @InibeheEffiong Whether it came as a comparison or not, those countries hadn\xe2\x80\x99t yet had the corona virus epidemic so widespread as it is now. The information available now wasn\xe2\x80\x99t as it was then. You wud expect any country that has its first case to be so well prepared to address same immediately'",Lagos,2020-02-29 10:16:26
"b'Upon getting home from the studio this morning, my 7yo asks if i have washed my hands. I said why? He asks if i want to get the corona virus.\nI humbly went into the kitchen and did the needful.\xf0\x9f\x98\xb3\nBiko, hand wash as often as you can, esp after spending time outside. #COVID19'",Lagos,2020-02-29 10:16:20
b'@SamAmadi We are trying so hard to contain Corona virus whilst this clown is talking about a torn chair. How could this kind of people occupied so many important positions in this country? \xf0\x9f\xa4\xa6',Nigeria ,2020-02-29 10:15:45
b'It amazes me when I see intellectuals spreading fake news about corona virus. The best we can do is to create awareness in our environment but not spreading fake news.',"Kwara, Nigeria ",2020-02-29 10:15:42
b'@officialomolara @envt_iyanu @UNICEF @ssjunilorin @g2winhubs @UN_Women @UN @YaliAbuja @humanitarian_bs @DeCatalystJr @AAmiloaded @HabeebahOlanike @saadat_bibire @Mb_Hunt @BaysPlanet @IamDMJAfriKa @opegoogle @kenny6509 We are more concerned about corona virus a.k.a covid 19',"Port Harcourt, Nigeria",2020-02-29 10:14:23
"b'@Deeva4dlord Stupidity, foolishness, combined with corona virus !'",Ibadan/lagos,2020-02-29 10:13:35
b'This corona virus will soon be a thing of the past....',"Ibadan, Nigeria",2020-02-29 10:13:33
"b'@Mz_Oladoyin Pizza that you should have left in the refrigerator. Wo, take it out after 5hrs, settle down with just one bottle of maltina, chaiii Corona Virus sef go Leave Africa sharp sharp'","Ikeja, Nigeria",2020-02-29 10:13:32
"b""Has Gen. Buhari addressed the nation yet?\nThe President should know that containment of Corona Virus concerns all of us. Funnily, he can't travel to the UK because they also have no cure yet.\n\nOperation remain in your country and fight it is the deal.""","Lagos, Nigeria.",2020-02-29 10:12:41
"b'Funny enough, the cure to this Corona virus could be one leaf or vegetable,chilling in the farm at the village. One just needs to wash and boil it and drink it. Voila.. cure has been found.\nAnyways, time to integrate herbal medicine practice in the cure to this stuff.'",Nigeria,2020-02-29 10:12:17
b'Nigerians what is the quality of ur life that u r scared of Corona virus? U cannot be in hello and be scared of sin.',Nigeria,2020-02-29 10:11:39
b'The New world order power is shifting from the US. The dollar is going to loose its value at the end of the corona virus phase',Earth,2020-02-29 10:11:26
b'U-Report and I have a special bong and it\xe2\x80\x99s now 2 years since I finished service. I can\xe2\x80\x99t block them and I still participate in their polls and sometimes look forward to their updates! Lol \n\nThey just came in with a corona virus update.',Nigeria.,2020-02-29 10:10:54
"b'Sequel to the corona virus outbreak in Nigeria,I advice federal state ministry of transport for prevention sake to come up with a policy to checkmate the transporters loading passengers like ice fish.\n\n#Ministryoftransport\n#Nationalassembly\n#Lagosstategovernment\n#Ministerofhealth'",lagos,2020-02-29 10:09:56
"b'@renoomokri @jidesanwoolu @MBuhari please what are we doing? Corona virus is in town, no quarantine zone, no recruitment of health works,what kind of leaders are you guys! Rubbish..waiting g till u start recording death tolls..'",lagos nigeria,2020-02-29 10:09:33
b'The rate at which this Corona Virus is spreading is crazy',Nigeria,2020-02-29 10:07:57
"b'@KagutaMuseveni Mr president I ve fever,running nose and too much coughing it might be signs and symptoms of corona virus I need 1billion for medication'",Uganda🇺🇬,2020-02-29 10:07:41
b'@RyanLyric Na for only Nigeria \xf0\x9f\x87\xb3\xf0\x9f\x87\xac man go dey happy say he get Corona Virus \xf0\x9f\x99\x84just to blackmail the people to contribute money for him \xf0\x9f\x99\x84abeg who you dey do?',"Lagos, Nigeria",2020-02-29 10:07:15
"b""@Therealqb4 @AsiwajuLerry @jibbyford_ @ighalojude 'will be', that sounds prophetic!\nAre you a pastor?\nWe need you to cancel Corona virus with your prophetic power""","Lagos, Nigeria",2020-02-29 10:06:57
b'Why is this Corona virus so aggressive with Iranians?? Is there something we are missing?? https://t.co/RmLJUD5Fgg',Nigeria,2020-02-29 10:06:11
"b'@SaharaReporters @MBuhari Pmb there corona virus! Stop sleeping ,address the nation and get to worl'",lagos nigeria,2020-02-29 10:05:02
"b""Malaria, HIV, HPV, Ebola etc,\nMan still Gallant.\n\nSo what's Corona Virus?\n\nGod pass am jawe.\nBut please be safe.""",Nigeria,2020-02-29 10:04:18
b'Elders of the community\nCalled Nigeria go meet  Ezemo to consult The gods for the Corona virus\nSolution But Ezemo say the gods \nAre silent He nor know say the gods don get Corona virus \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #CoronaVirusUpdates #CoronavirusOutbreak #Coronavid19 #CoronavirusInNigeria #coronavirus',"Warri, Nigeria",2020-02-29 10:04:16
"b'@FiyinMaestro @DrOlusesan @MaziIbe_ Exactly. What about the drink Corona that got talked about, did they say they want a case? Does the post signify the students are infected with the virus? They have money to waste na. Not like the post had a derogatory caption'",Nigeria,2020-02-29 10:03:43
"b""All these luxury viruses can't stand the suffer in Nigeria.\nEbola came, saw the conditions of things and ran away.\nCorona virus are u sure u wantu do this?...\xf0\x9f\x98\x8f\n#coronavirus""",Enugu,2020-02-29 10:03:25
"b'@MobilePunch Shoot the damn thing. I believe he came on an assignment to infest Nigeria and he has probably done that. He attempts to spread it. Just shoot him already and we can hear ""Nigeria has zero case of Corona virus""'",Nigeria,2020-02-29 10:03:21
b'@iam__temmyy Try find out more on Corona virus and give us feedback',"Lagos, Nigeria",2020-02-29 10:03:20
"b'around it are most likely to record a case if this is not properly contained. This has prompted me to ask; how prepared is Bayelsa to tackle the corona virus? I know you are just settling in as our Governor and trying to hit the ground running. However, in the light of this'",Port harcourt,2020-02-29 10:03:14
"b'D\nMy miracle Governor HE @iamDouyeDiri   this maybe coming too early as a plea from one of your citizens but we have heard with some level of anxiety the first case of corona virus in Nigeria and as you are aware sir, like in the case of Ebola, Port Harcourt and other cities'",Port harcourt,2020-02-29 10:03:13
b'@MatasanArewaT @__usyy @AmsidSaid @hauwa_farouk @legitnghausa @ZBabankumbo @ArewaTwiter May Allah bring corona virus to New Delhi',kano,2020-02-29 10:02:43
b'@royzkingin My anon rn.. You no go catch corona virus amen.. \nRetweet my pinned tweet abeg.',Nigeria,2020-02-29 10:02:39
"b'Smoking of weed such as marijuana prevents corona virus, research said.\n#coronavirusinlagos'",Abuja,2020-02-29 10:02:32
b'@TheSweetBekky Even with corona virus now here ??',"Lagos, Nigeria",2020-02-29 10:02:11
b'Have pastors started with their corona virus deliverance yet??',"Lagos, Nigeria",2020-02-29 10:02:01
"b'Smoking of weed such as marijuana prevents corona virus, research said.\n#COVID19Nigeria'",Abuja,2020-02-29 10:01:18
b'Corona virus better pass Access Bank',Nigeria,2020-02-29 10:01:15
"b""@TheCharlesIsidi Habari was a Corona Virus for SME MarketHub. It  just killed the former. I didn't even bother using  @HabariShop because it wasn't using friendly and more complicated vis-a-vis MarketHub""","Lagos, Nigeria",2020-02-29 10:00:48
b'@daily_trust Corona virus is fake news in Nigeria',"gombe, nigeria",2020-02-29 09:59:23
b'A vaccine for Corona virus will still be available but this same people can not make a vaccine for ordinary Malaria.',"Victoria Island, Nigeria",2020-02-29 09:59:22
b'@AbdulMahmud01 I know for sure one Adamu will soon be appointed Presidential Committee to battle Corona virus....Job creation .0 We must to learn lesson in this country',Lagos,2020-02-29 09:59:16
b'@ayemojubar Hold this Buhari responsible if Corona Virus spreads',"Rivers, Port Harcourt",2020-02-29 09:58:52
"b'Sign/ Symptoms of Corona Virus\n\n Common signs of infection includes\n\n *respiratory symptoms, \n*fever, cough, shortness of breath and breathing difficulties.\n\nIn more severe cases, infection can cause pneumonia, severe acute respiratory syndrome, kidney failure and even death'","kwara state, Nigeria",2020-02-29 09:58:40
"b""@ajibz_tosin You people should forgive mr Noble...\nEverything is not alright with him\nLike i mean if he is alright he wouldn't have said this\nMaybe it's the corona virus pressure. Let's keep him in our prayers""",Nigeria,2020-02-29 09:57:45
b'@oluwapelumiii_ @everytindenim @Tbillion40 And not a Corona virus mind...',"Lagos, Nigeria",2020-02-29 09:57:01
b'@Twitter Is Corona virus actually in Nigeria?',"Lagos, Nigeria",2020-02-29 09:56:47
b'@lawizzygotswag Diverse thoughts about corona virus abi',"Lagos, Nigeria",2020-02-29 09:55:15
"b'@SaharaReporters Corona virus is for corrupt people. Please, leave incorruptible Buhari (Mai Gaskiya) out of this.'",Nigeria,2020-02-29 09:55:03
b'Italians are the carriers for Corona Virus https://t.co/XfmB9vjJXZ',"LAGOS, NIGERIA",2020-02-29 09:54:59
b'@shank_comics All for Corona virus oooo',"Port harcourt,Rivers,Nigeria",2020-02-29 09:54:53
b'@charles_watts Announce corona virus as our new signing',"Lagos, Nigeria",2020-02-29 09:54:10
"b""@NigeriaGov @MBuhari @ProfOsinbajo @UN So @MBuhari won't even address the country as regard the Corona virus abi instead he's sending chopper to bring the boko haram so said have repented abi....its not you peoples fault we voted the wrongest people @ProfOsibanjo....Awon Akuri gbogbo""","Ondo, Nigeria",2020-02-29 09:53:46
b'@SaharaReporters @MBuhari Will @MBuhari statements curse the Corona Virus???',"Ogun, Nigeria",2020-02-29 09:53:40
b'Someone will soon form WhatsApp BC that a Corona Virus patient working at Pepsi has put spit in all the drinks and we should be careful and our mothers will foward it to us. Just wait and see.',"Lagos, Nigeria",2020-02-29 09:53:26
b'@hartng I hope that although it might cause some initial reactions it will also spur discussion. Masks for corona virus are no magic bullet &amp; not required if not in close contact. Resources are also finite so managing them will also be a thing...@NCDCgov know this',Nigeria,2020-02-29 09:53:11
b'Even nightingale did not die of TYPHUS during the Crimean war \n\nWho am I to die of corona virus \xf0\x9f\xa6\xa0 \n#nursesbeware\n#nursesprotectyourselves\n#rememberJustinaEjelonu\n#equipnurses\n#noPEPnowork',Nigeria,2020-02-29 09:53:02
"b'In the light of this Corona virus, you would expect pharmaceutical and health care companies and organisations to distribute sanitizer and masks as part of their social corporate responsibility. But hey, this is Nigeria!!'",Lagos,2020-02-29 09:52:09
"b""Why don't I believe this Italian man has Corona virus.\n\nNigeria nah scam""","Lagos, Nigeria",2020-02-29 09:51:13
b'@a_rasaq @ClancyReports Go YouTube n search trump corona virus news conference. Watch my video there.',"Abuja, Nigeria",2020-02-29 09:51:07
b'@Tomisin3k It\xe2\x80\x99s where the Corona virus originated from',"Lagos, Nigeria",2020-02-29 09:50:35
b'Medically sucking of nipples kills corona virus..\nAre u thinking wat am thinking\xf0\x9f\x98\x89\xf0\x9f\x98\x8a',Nigeria,2020-02-29 09:49:26
"b""Name the state governors most and least likely to handle this corona virus intrusion most capably and effectively.\n\nI'll go first...\n\nMost likely:\nLagos, Kaduna, Kano, Ekiti, Kwara.\n\nLeast likely:\nAbia, Benue, CrossRiver, Taraba, did I mention Abia and Benue.""",Abuja/Lagos ,2020-02-29 09:49:03
"b""Protect yourself against Corona virus as much as you can. Don't mind FG, you know they always lie. God will protect his people.""","Abakaliki, Nigeria",2020-02-29 09:49:01
"b'No puff puff pass till further notice, corona virus no go reason us oo\xe2\x9c\x8c\xef\xb8\x8f #COVID19Nigeria'","Lagos, Nigeria",2020-02-29 09:48:42
"b'Yoruba people have started again, which one is \xe2\x80\x98eku corona virus?\xe2\x80\x99\xf0\x9f\x99\x84'","Lagos, Nigeria",2020-02-29 09:48:00
"b""This Nigerian instinct sha...I'm in Johannesburg, but ever since the Corona virus news in Nigeria, I am as careful as any other Nigerian resident. \nYou cough, I move! Is this part of home training or what ?\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f""",Nigeria,2020-02-29 09:47:49
"b'Corona virus: I arrived safely in Nigeria, Ghana wassup??\n\nYoruba people: https://t.co/RmA7c0lQ98'",192.168.1.0  255.255.255.255📍,2020-02-29 09:47:47
"b'All of una wey dey anon all about, make anon  no give una corona virus oooh \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84'","Lagos, Nigeria",2020-02-29 09:47:45
"b'Pastor: let all those with Corona virus come to church on Sunday for their healing deliverance.. #coronavirusinlagos\n #Coronavid19 #CoronavirusInNigeria #COVID19 #COVID2019\n\nAs an healthy person without the virus, What will be your reaction?'",Nigeria,2020-02-29 09:47:45
"b""Ebola had a 40% mortality rate while Corona virus has 2. We dealt with the former decisively and the latter won't be any different. \n\nFor those of you that are wishing doom to befall this country will be put to shame. \n\n#COVD19Nigeria""",Nigeria ,2020-02-29 09:47:32
"b'@IbadanTweets @OyoStateMOH Hello, the Commissioner for Health, Dr Bashir Bello held a Press Conference on Corona Virus, yesterday morning. We shared an excerpt. Oyo State has also put its facilities on high alert &amp; deployed resources to hospitals to deal with any eventualities. https://t.co/neYHS6UjcF'","Ibadan, Nigeria",2020-02-29 09:47:06
b'Choose one (1) corona virus.                        Or.                 (2)SARS                                     And.              (3)EFCC                                  Which one pay you ?',"Lekki, Nigeria",2020-02-29 09:47:01
"b'Wait, there is a Corona virus song?! Lmaooooo'",Lagos,2020-02-29 09:46:59
"b'On #Corona virus outbreak in Nigeria, NO UBER DRIVER TRANSPORTED THE PATIENT. THE COMPANY DRIVER DID. ANYONE CLAIMING TO BE UBER DRIVER THAT TRANSPORTED THE PATIENT AND CLAIMING TO SPREAD IS ANOTHER OF THE MANY LIES WE HAVE TO DEAL WITH.'",Nigeria,2020-02-29 09:46:33
"b'I fear Buhari pass Corona virus\n\nIn fact, Corona virus should be afraid of Nigeria\n\nNothing works here, even the virus will fail here\n\n#TachaXGetFitAbuja'",Ghana,2020-02-29 09:46:19
b'@SaharaReporters How many million again was approved for combating corona virus',Nigeria,2020-02-29 09:46:15
b'No Corona Virus for its Depreciation? https://t.co/FNDMCzbUY8', Ghana,2020-02-29 09:46:08
b'Nigerians now \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nPlease beware of corona virus is real\n#olicity #corona #coronavir\xc3\xbcs #coronainlagos #tundeheadnut #tu #ebola #nigeria #lagos #comedian #ooin #youaredoingwell #oluwadolarz #babaaladiye #destiny #love\xe2\x80\xa6 https://t.co/ym6cizGGzp',"Lagos, Nigeria",2020-02-29 09:46:00
b'@david_zeelux Effect of corona virus',"Lagos, Nigeria",2020-02-29 09:45:30
